This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"192134","UA711545",-115.0000,45.0000,36,"UPPERAIR","GGUAS194"
"192135","UA7112.545",-112.5000,45.0000,45,"UPPERAIR","GGUAS197"
"192136","UA711045",-110.0000,45.0000,51,"UPPERAIR","GGUAS200"
"192137","UA7107.545",-107.5000,45.0000,53,"UPPERAIR","GGUAS203"
"192138","UA712542.5",-124.7500,42.5000,51,"UPPERAIR","GGUAS269"
"192139","UA7122.542.5",-122.5000,42.5000,83,"UPPERAIR","GGUAS272"
"192140","UA712042.5",-120.0000,42.5000,79,"UPPERAIR","GGUAS275"
"192141","UA7117.542.5",-117.5000,42.5000,58,"UPPERAIR","GGUAS278"
"192142","UA711542.5",-115.0000,42.5000,46,"UPPERAIR","GGUAS281"
"192143","UA7112.542.5",-112.5000,42.5000,55,"UPPERAIR","GGUAS284"
"192144","UA711042.5",-110.0000,42.5000,59,"UPPERAIR","GGUAS287"
"192145","UA7107.542.5",-107.5000,42.5000,68,"UPPERAIR","GGUAS290"
"192146","UA710542.5",-105.0000,42.5000,83,"UPPERAIR","GGUAS293"
"192147","UA7122.540",-122.5000,40.0000,106,"UPPERAIR","GGUAS359"
"192148","UA712040",-120.0000,40.0000,97,"UPPERAIR","GGUAS362"
"192149","UA7117.540",-117.5000,40.0000,70,"UPPERAIR","GGUAS365"
"192150","UA711540",-115.0000,40.0000,66,"UPPERAIR","GGUAS368"
"192151","UA7112.540",-112.5000,40.0000,63,"UPPERAIR","GGUAS371"
"192152","UA711040",-110.0000,40.0000,67,"UPPERAIR","GGUAS374"
"192153","UA7107.540",-107.5000,40.0000,92,"UPPERAIR","GGUAS377"
"192154","UA710540",-105.0000,40.0000,109,"UPPERAIR","GGUAS380"
"192155","UA7102.540",-102.5000,40.0000,104,"UPPERAIR","GGUAS383"
"192156","UA7122.537.5",-122.5000,37.5000,135,"UPPERAIR","GGUAS446"
"192157","UA712037.5",-120.0000,37.5000,136,"UPPERAIR","GGUAS449"
"192158","UA7117.537.5",-117.5000,37.5000,122,"UPPERAIR","GGUAS452"
"192159","UA711537.5",-115.0000,37.5000,93,"UPPERAIR","GGUAS455"
"192160","UA7112.537.5",-112.5000,37.5000,88,"UPPERAIR","GGUAS458"
"192161","UA711037.5",-110.0000,37.5000,75,"UPPERAIR","GGUAS461"
"192162","UA7107.537.5",-107.5000,37.5000,89,"UPPERAIR","GGUAS464"
"192163","UA710537.5",-105.0000,37.5000,112,"UPPERAIR","GGUAS467"
"192164","UA7102.537.5",-102.5000,37.5000,106,"UPPERAIR","GGUAS470"
"192165","UA712035",-120.0000,35.0000,174,"UPPERAIR","GGUAS536"
"192166","UA7117.535",-117.5000,35.0000,158,"UPPERAIR","GGUAS539"
"192167","UA711535",-115.0000,35.0000,134,"UPPERAIR","GGUAS542"
"192168","UA7112.535",-112.5000,35.0000,113,"UPPERAIR","GGUAS545"
"192169","UA711035",-110.0000,35.0000,101,"UPPERAIR","GGUAS548"
"192170","UA7107.535",-107.5000,35.0000,96,"UPPERAIR","GGUAS551"
"192171","UA710535",-105.0000,35.0000,109,"UPPERAIR","GGUAS554"
"192172","UA7117.532.5",-117.5000,32.5000,222,"UPPERAIR","GGUAS626"
"192173","UA7112.532.5",-112.5000,32.5000,170,"UPPERAIR","GGUAS632"
"192174","UA711032.5",-110.0000,32.5000,145,"UPPERAIR","GGUAS635"
"192175","UA7107.532.5",-107.5000,32.5000,133,"UPPERAIR","GGUAS638"
"192176","UA710532.5",-105.0000,32.5000,130,"UPPERAIR","GGUAS641"
"192177","UA711030",-110.0000,30.0000,207,"UPPERAIR","GGUAS722"
