This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"KTUS","TUCSON INTL",-110.9553,32.1314,805,"ASOS","4943"
"KTVC","TRAVERSE CIT",-85.5700,44.7367,190,"ASOS","4944"
"KTWM","TWO HARBORS",-91.7500,47.0500,328,"ASOS","4951"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS","4953"
"KTYS","KNOXVILLE MU",-83.9858,35.8181,299,"ASOS","4956"
"KU15","CHALLIS (AMO",-114.2150,44.5228,1534,"ASOS","4959"
"KUCA","UTICA/ONEIDA",-75.3844,43.1450,227,"ASOS","4973"
"KUIL","QUILLAYUTE S",-124.5550,47.9375,59,"ASOS","4980"
"KUIN","QUINCY MUNI/",-91.1944,39.9425,234,"ASOS","4981"
"KULM","NEW ULM MUNI",-94.5000,44.3200,308,"ASOS","4986"
"KVAD","MOODY AFB/VA",-83.2000,30.9700,71,"ASOS","4998"
"KVCT","VICTORIA REG",-96.9297,28.8625,35,"ASOS","5004"
"KVIS","VISALIA MUNI",-119.4000,36.3200,89,"ASOS","5014"
"KVLD","VALDOSTA REG",-83.2800,30.7800,62,"ASOS","5017"
"KVPS","EGLIN AFB/VA",-86.5300,30.4800,26,"ASOS","5024"
"KVQQ","JACKSONVILLE",-81.8767,30.2186,25,"ASOS","5027"
"KVRB","VERO BEACH M",-80.4181,27.6556,7,"ASOS","5028"
"KWRB","WARNER ROBIN",-83.6000,32.6300,90,"ASOS","5070"
"KWRI","MCGUIRE AFB",-74.6000,40.0200,41,"ASOS","5071"
"KWVL","WATERVILLE (",-69.6800,44.5300,101,"ASOS","5076"
"KYKN","YANKTON(AWOS",-97.3800,42.9200,398,"ASOS","5121"
"KYNG","YOUNGSTOWN M",-80.6739,41.2544,364,"ASOS","5122"
"KYUM","YUMA INTL AI",-114.6061,32.6567,66,"ASOS","5123"
"KZZV","ZANESVILLE M",-81.8922,39.9444,274,"ASOS","5127"
"MMMY","MONTERREY/GE",-100.1000,25.7800,196,"ASOS","5792"
"VPDPRI05","PRIMET #5",-122.2559,44.2118,430,"HJA","36998"
"VPDPRI15","PRIMET #1-5",-122.2559,44.2118,430,"HJA","36999"
"32411998","ASSAY",-112.5500,37.5400,2469,"RAWS","91494"
"324CB4D4","UPPER P.R. C",-109.2797,39.4797,2499,"RAWS","91673"
"325431F8","BADGER SPRIN",-113.9497,37.1697,1216,"RAWS","91774"
"3254E790","CEDAR MOUNTA",-112.7764,40.3008,1469,"RAWS","91785"
"3257101A","JENSEN SPRIN",-113.5197,38.0400,1751,"RAWS","91820"
"325F622C","BRYSON CANYO",-109.2200,39.2700,1622,"RAWS","91943"
"327BE0EC","KINGS POINT",-109.0997,40.8497,1728,"RAWS","92301"
"CA20302E","QUARTZ HILL",-122.9328,41.5997,1292,"RAWS","92726"
"CA2046BE","BRAZIE RANCH",-122.5942,41.6853,914,"RAWS","92727"
"CA2055C8","WEED AIRPORT",-122.4581,41.4789,893,"RAWS","92728"
"CA207324","DEVILS GARDE",-120.6681,41.5219,1531,"RAWS","92729"
"CA2083A0","ROUND MOUNTA",-121.4583,41.4200,1603,"RAWS","92730"
"CA2090D6","GRASSHOPPER",-120.7783,40.7800,1844,"RAWS","92731"
"CA20A54C","WESTWOOD",-120.8917,40.2989,1768,"RAWS","92732"
"CA20B63A","SOLDIER MTN",-121.5814,40.9264,1131,"RAWS","92733"
"CA20C0AA","WHITMORE",-121.9039,40.6203,748,"RAWS","92734"
"CA211438","THOMES CREEK",-122.6097,39.8558,317,"RAWS","92738"
"CA214444","COHASSET",-121.7697,39.8700,509,"RAWS","92740"
"CA215732","CHICO",-121.7818,39.7119,72,"RAWS","92741"
"CA2162A8","BANGOR",-121.3833,39.3817,256,"RAWS","92742"
"CA21815A","SECRET TOWN",-120.8833,39.1844,829,"RAWS","92744"
"CA21922C","LINCOLN",-121.2683,38.8825,61,"RAWS","92745"
"CA21B4C0","BEN BOLT",-120.9297,38.6014,457,"RAWS","92746"
"CA21C250","MOUNT ZION",-120.6511,38.3894,902,"RAWS","92747"
"CA21E4BC","GREEN SPRING",-120.4967,37.8331,311,"RAWS","92749"
"CA2226AC","METCALF GAP",-119.7669,37.4097,1006,"RAWS","92752"
"CA2235DA","MARIPOSA",-119.9850,37.5011,693,"RAWS","92753"
"CA22503C","FANCHER CREE",-119.4669,36.8842,280,"RAWS","92754"
"CA2265A6","PANOCHE ROAD",-120.6383,36.6300,152,"RAWS","92755"
"CA228654","SHADEQUARTER",-118.9556,36.5672,1240,"RAWS","92756"
"CA229522","FOUNTAIN SPR",-118.9150,35.9422,64,"RAWS","92757"
"CA22B3CE","LA HONDA",-122.2539,37.3053,130,"RAWS","92758"
"CA22D628","CORRALITOS",-121.7978,36.9939,137,"RAWS","92760"
"CA22F0C4","LIVERMORE",-121.8136,37.7119,244,"RAWS","92761"
"CA2311CC","LOS BANOS",-121.0389,37.0519,107,"RAWS","92763"
"CA2341B0","HERNANDEZ",-120.8539,36.3831,1144,"RAWS","92765"
"CA23742A","LAS TABLAS",-120.9150,35.6506,396,"RAWS","92767"
"CA2397D8","LA PANZA",-120.1875,35.3811,497,"RAWS","92769"
"CA44F238","DEVORE",-117.4031,34.2211,634,"RAWS","92833"
"CA450046","YUCCA VALLEY",-116.4078,34.1233,994,"RAWS","92834"
"CA45503A","BROOKS",-122.1422,38.7194,110,"RAWS","92838"
"CA4576D6","BOONVILLE",-123.3625,38.9872,256,"RAWS","92840"
"CA459524","ALDER POINT",-123.5903,40.1867,281,"RAWS","92842"
"CA4A06D4","OAKLAND NORT",-122.2167,37.8750,396,"RAWS","92858"
"SUPN6","SUPERIOR SHO",-75.8000,44.4667,77,"NDBC","149818"
"THIN6","THOUSAND I.",-75.9833,44.3000,76,"NDBC","149829"
"ALT01","AULT",-104.7200,40.5690,1497,"COAGMET","166490"
"AVN01","AVONDALE",-104.3410,38.2166,1396,"COAGMET","166491"
"AKR02","AKRON",-103.1420,40.1548,1383,"COAGMET","171654"
"BRL01","BURLINGTON N",-102.0740,39.4998,1189,"COAGMET","171657"
"BRL02","BURLINGTON S",-102.1090,39.2651,1271,"COAGMET","171658"
"CTZ01","CORTEZ",-108.6730,37.2248,1833,"COAGMET","171665"
"FRT02","CSU FRUITA E",-108.7000,39.1803,1377,"COAGMET","171670"
"FTC01","FORT COLLINS",-105.1370,40.5947,1561,"COAGMET","171671"
"FTC03","CSU - ARDEC",-105.0000,40.6525,1558,"COAGMET","171672"
"FTL01","FORT LUPTON",-104.8490,40.0011,1541,"COAGMET","171673"
"GLY03","GREELEY",-104.6470,40.4394,1426,"COAGMET","171677"
"HYK02","HOLYOKE",-102.0890,40.4909,1138,"COAGMET","171687"
"IDL01","IDALIA",-102.3020,39.7312,1212,"COAGMET","171688"
"KSY01","KERSEY 1",-104.5320,40.3768,1410,"COAGMET","171692"
"LCN01","LUCERNE",-104.7070,40.4756,1448,"COAGMET","171698"
"OTH01","OLATHE",-108.0500,38.6351,1623,"COAGMET","171705"
"PKH01","PECKHAM",-104.7270,40.3125,1433,"COAGMET","171710"
"RFD01","CSU EXPT STN",-103.6950,38.0385,1274,"COAGMET","171713"
"YJK01","YELLOW JACKE",-108.7240,37.5289,2103,"COAGMET","171732"
"BOZM","BOZEMAN",-111.1546,45.6730,1455,"AGRIMET","172902"
"TOSM","TOSTON",-111.4949,46.1222,1237,"AGRIMET","172919"
"NDAWN015","Carrington",-99.1320,47.5090,476,"NDAWN","175820"
"NDAWN020","Dickinson",-102.8130,46.8950,779,"NDAWN","175826"
"NDAWN023","Fargo",-96.8120,46.8970,275,"NDAWN","175831"
"NDAWN024","Forest River",-97.6030,48.2960,272,"NDAWN","175834"
"NDAWN026","Grand Forks",-97.0710,47.8410,258,"NDAWN","175838"
"NDAWN029","Hettinger",-102.6430,46.0110,841,"NDAWN","175842"
"NDAWN033","Jamestown",-98.9270,46.9060,498,"NDAWN","175847"
"NDAWN034","Langdon",-98.3450,48.7600,493,"NDAWN","175850"
"NDAWN040","Minot",-101.2930,48.1800,543,"NDAWN","175860"
"NDAWN043","Oakes",-98.0934,46.0737,402,"NDAWN","175863"
"NDAWN044","Prosper",-97.1150,47.0020,285,"NDAWN","175867"
"NDAWN048","Streeter",-99.4490,46.7150,607,"NDAWN","175877"
"NDAWN053","Williston",-103.7390,48.1330,650,"NDAWN","175883"
"NDAWN054","Wyndmere",-97.0940,46.2690,326,"NDAWN","175885"
"CM002","FIVE POINTS",-120.1129,36.3362,87,"CIMIS","176664"
"CM005","SHAFTER/USDA",-119.2818,35.5326,110,"CIMIS","176667"
"CM006","DAVIS",-121.7764,38.5357,18,"CIMIS","176668"
"CM007","FIREBAUGH/TE",-120.5909,36.8512,56,"CIMIS","176669"
"CM012","DURHAM",-121.8244,39.6086,40,"CIMIS","176674"
"CM015","STRATFORD",-119.8514,36.1580,59,"CIMIS","176677"
"CM019","CASTROVILLE",-121.7736,36.7682,3,"CIMIS","176681"
"CM021","KETTLEMAN",-119.8949,35.8678,104,"CIMIS","176683"
"CM027","ZAMORA",-121.9080,38.8080,15,"CIMIS","176689"
"CM030","NICOLAUS",-121.5461,38.8706,10,"CIMIS","176692"
"CM031","MCFARLAND/KE",-119.1520,35.7030,146,"CIMIS","176693"
"CM032","COLUSA",-122.0248,39.2269,17,"CIMIS","176694"
"CM033","VISALIA",-119.2230,36.3010,107,"CIMIS","176695"
"CM035","BISHOP",-118.4055,37.3585,1271,"CIMIS","176697"
"CM038","SANTA MARIA",-120.3840,34.9540,82,"CIMIS","176700"
"CM039","PARLIER",-119.5040,36.5974,103,"CIMIS","176701"
"CM042","LODI",-121.3460,38.1090,7,"CIMIS","176704"
"CM044","RIVERSIDE",-117.3370,33.9649,311,"CIMIS","176706"
"CM047","BRENTWOOD",-121.6597,37.9282,14,"CIMIS","176709"
"CM048","TULELAKE",-121.4270,42.0030,1232,"CIMIS","176710"
"CM050","THERMAL",-116.2420,33.6460,-9,"CIMIS","176712"
"CM051","HEALDSBURG",-122.8660,38.6620,55,"CIMIS","176713"
"CM052","SAN LUIS OBI",-120.6618,35.3054,101,"CIMIS","176714"
"CM054","BLACKWELLS C",-119.9593,35.6499,215,"CIMIS","176716"
"CM055","PALM DESERT",-116.3820,33.7300,61,"CIMIS","176717"
"CM056","LOS BANOS",-120.7539,37.0967,29,"CIMIS","176718"
"CM057","BUNTINGVILLE",-120.4349,40.2900,1221,"CIMIS","176719"
"CM062","TEMECULA",-117.2283,33.4867,433,"CIMIS","176724"
"CM063","NOVATO",-122.5430,38.1210,8,"CIMIS","176725"
"CM064","SANTA YNEZ",-120.0792,34.5831,149,"CIMIS","176726"
"CM065","WALNUT CREEK",-122.0820,37.9140,134,"CIMIS","176727"
"CM066","SAN DIEGO",-117.1350,32.7330,113,"CIMIS","176728"
"CM067","GOLETA",-119.8390,34.4320,9,"CIMIS","176729"
"CM068","SEELEY",-115.7321,32.7596,12,"CIMIS","176730"
"CM069","SAN JOSE",-121.9500,37.3260,38,"CIMIS","176731"
"CM070","MANTECA",-121.2232,37.8348,10,"CIMIS","176732"
"CM071","MODESTO",-121.1878,37.6452,11,"CIMIS","176733"
"CM072","PALO VERDE",-114.7230,33.3880,70,"CIMIS","176734"
"CM073","HOLLYWOOD HI",-118.3180,34.1470,171,"CIMIS","176735"
"CM074","ESCONDIDO",-116.9730,33.0900,137,"CIMIS","176736"
"CM075","IRVINE",-117.7212,33.6885,125,"CIMIS","176737"
"CM077","OAKVILLE",-122.4102,38.4285,58,"CIMIS","176739"
"CM078","POMONA",-117.8131,34.0566,223,"CIMIS","176740"
"CM080","FRESNO STATE",-119.7423,36.8208,103,"CIMIS","176742"
"CM081","SHENANDOAH V",-120.8040,38.5230,472,"CIMIS","176743"
"CM082","CLAREMONT",-117.6960,34.1300,494,"CIMIS","176744"
"CM083","SANTA ROSA",-122.7999,38.4036,24,"CIMIS","176745"
"CM085","HOPLAND",-123.0801,39.0067,354,"CIMIS","176747"
"CM086","LINDCOVE",-119.0594,36.3605,146,"CIMIS","176748"
"CM087","MELOLAND",-115.4463,32.8062,-15,"CIMIS","176749"
"CM088","CUYAMA",-119.6738,34.9425,698,"CIMIS","176750"
"CM090","ALTURAS",-120.4803,41.4382,1343,"CIMIS","176752"
"CM091","TULELAKE FS",-121.4724,41.9589,1230,"CIMIS","176753"
"CM092","KESTERSON",-120.8808,37.2319,23,"CIMIS","176754"
"CM094","GOLETA FOOTH",-119.8693,34.4713,195,"CIMIS","176756"
"CM096","WOODSIDE",-122.2800,37.4530,171,"CIMIS","176758"
"CM097","PORT HUENEME",-119.2000,34.1730,5,"CIMIS","176759"
"CM100","FREMONT",-121.9680,37.5250,12,"CIMIS","176762"
"CM101","PIRU",-118.7892,34.4022,195,"CIMIS","176763"
"CM104","DE LAVEAGA",-121.9968,36.9974,91,"CIMIS","176766"
"CM105","WESTLANDS",-120.3818,36.6340,58,"CIMIS","176767"
"CM106","SANEL VALLEY",-123.0893,38.9826,160,"CIMIS","176768"
"CM108","GERBER DRYLA",-122.1620,40.0430,75,"CIMIS","176770"
"CM110","NEWBERRY SPR",-116.6420,34.8400,588,"CIMIS","176772"
"CM111","GREEN VALLEY",-121.7639,36.9440,34,"CIMIS","176773"
"WA300122","WSU OTHELLO",-119.0413,46.7927,360,"AGWXNET","180070"
"WA100031","MCNARY",-119.2576,45.9690,230,"AGWXNET","180073"
"WA100037","COFFIN",-119.3087,46.0405,371,"AGWXNET","180074"
"WA100059","CARLSON",-119.4610,46.1431,455,"AGWXNET","180076"
"WA100062","PATERSON",-119.4877,45.9391,129,"AGWXNET","180077"
"WA100064","STATION 4",-119.4132,46.0490,366,"AGWXNET","180078"
"WA100065","WHEELHOUSE",-119.5276,46.0254,269,"AGWXNET","180079"
"WA100113","FINLEY",-119.0593,46.1395,151,"AGWXNET","180082"
"WA100129","HORRIGAN",-119.7690,46.0774,289,"AGWXNET","180085"
"WA100134","EBY",-119.0771,46.0667,463,"AGWXNET","180086"
"WA100139","GRAMLING",-119.2191,46.1244,408,"AGWXNET","180087"
"WA300033","WSU PROSSER",-119.7404,46.2570,265,"AGWXNET","180095"
"WA300045","ROZA",-119.7331,46.2919,360,"AGWXNET","180096"
"WA300117","MCCLURE",-119.7243,46.3762,739,"AGWXNET","180098"
"WA300118","MCWHORTER",-119.6173,46.3168,427,"AGWXNET","180099"
"WA300116","BASIN CITY",-119.1645,46.6451,248,"AGWXNET","180129"
"WA330073","QUINCY",-119.9568,47.2255,453,"AGWXNET","180143"
"WA330121","MATTAWA",-119.7996,46.7011,259,"AGWXNET","180145"
"WA330127","MOSES LAKE",-119.2382,47.0045,340,"AGWXNET","180146"
"WA100069","FISHHOOK",-118.7411,46.2940,235,"AGWXNET","180193"
"WA100071","K2H",-118.6427,46.2870,341,"AGWXNET","180194"
"WA100128","TOUCHET",-118.6782,46.0192,168,"AGWXNET","180195"
"WA300070","WELLAND",-118.7332,46.2174,291,"AGWXNET","180197"
"WA300130","WALLA WALLA",-118.2745,46.0776,359,"AGWXNET","180198"
"WA300133","COLLEGE PLAC",-118.3998,46.0275,225,"AGWXNET","180199"
"WA310136","SUNNYSIDE",-119.9969,46.3856,329,"AGWXNET","180226"
"WA310137","COWICHE",-120.7041,46.6639,497,"AGWXNET","180227"
"WA310138","BUENA",-120.2950,46.4370,269,"AGWXNET","180228"
"WA310142","POMONA",-120.4725,46.6907,380,"AGWXNET","180229"
"WA310143","MOXEE",-120.3456,46.5414,342,"AGWXNET","180230"
"CMSI","SAINT-GERMAI",-72.5369,45.8255,85,"ASOS","181942"
"CTPM","PEMBROKE CLI",-77.2522,45.8603,161,"ASOS","181965"
"CWQB","QUEBEC/JEAN",-71.3817,46.8036,73,"ASOS","182000"
"CYRI","RIVIERE DU L",-69.5847,47.7644,130,"ASOS","182034"
"CZHE","HOPE-SILVER",-121.4833,49.3667,39,"ASOS","182040"
"190301","UA5117.547.5",-117.5000,47.5000,31,"UPPERAIR","GGUAS105"
"190302","UA511547.5",-115.0000,47.5000,27,"UPPERAIR","GGUAS108"
"190303","UA5112.547.5",-112.5000,47.5000,27,"UPPERAIR","GGUAS111"
"190304","UA511047.5",-110.0000,47.5000,23,"UPPERAIR","GGUAS114"
"190305","UA512050",-120.0000,49.7500,19,"UPPERAIR","GGUAS15"
"190306","UA5117.550",-117.5000,49.7500,21,"UPPERAIR","GGUAS18"
"190307","UA512545",-124.7500,45.0000,40,"UPPERAIR","GGUAS183"
"190308","UA5122.545",-122.5000,45.0000,37,"UPPERAIR","GGUAS186"
"190309","UA512045",-120.0000,45.0000,40,"UPPERAIR","GGUAS189"
"190310","UA5117.545",-117.5000,45.0000,41,"UPPERAIR","GGUAS192"
"190311","UA511545",-115.0000,45.0000,40,"UPPERAIR","GGUAS195"
"190312","UA5112.545",-112.5000,45.0000,42,"UPPERAIR","GGUAS198"
"190313","UA511045",-110.0000,45.0000,40,"UPPERAIR","GGUAS201"
"190314","UA5107.545",-107.5000,45.0000,38,"UPPERAIR","GGUAS204"
"190315","UA511550",-115.0000,49.7500,25,"UPPERAIR","GGUAS21"
"190316","UA77545",-75.0000,45.0000,187,"UPPERAIR","GGUAS242"
"190317","UA772.545",-72.5000,45.0000,224,"UPPERAIR","GGUAS245"
"190318","UA77045",-70.0000,45.0000,219,"UPPERAIR","GGUAS248"
"190319","UA512542.5",-124.7500,42.5000,45,"UPPERAIR","GGUAS270"
"190320","UA5122.542.5",-122.5000,42.5000,55,"UPPERAIR","GGUAS273"
"190321","UA512042.5",-120.0000,42.5000,56,"UPPERAIR","GGUAS276"
"190322","UA5117.542.5",-117.5000,42.5000,52,"UPPERAIR","GGUAS279"
"190323","UA511542.5",-115.0000,42.5000,48,"UPPERAIR","GGUAS282"
"190324","UA5112.542.5",-112.5000,42.5000,55,"UPPERAIR","GGUAS285"
"190325","UA511042.5",-110.0000,42.5000,56,"UPPERAIR","GGUAS288"
"190326","UA5107.542.5",-107.5000,42.5000,51,"UPPERAIR","GGUAS291"
"190327","UA510542.5",-105.0000,42.5000,48,"UPPERAIR","GGUAS294"
"190328","UA777.542.5",-77.5000,42.5000,220,"UPPERAIR","GGUAS326"
"190329","UA77542.5",-75.0000,42.5000,235,"UPPERAIR","GGUAS329"
"190330","UA5122.540",-122.5000,40.0000,71,"UPPERAIR","GGUAS360"
"190331","UA512040",-120.0000,40.0000,75,"UPPERAIR","GGUAS363"
"190332","UA5117.540",-117.5000,40.0000,66,"UPPERAIR","GGUAS366"
"190333","UA511540",-115.0000,40.0000,66,"UPPERAIR","GGUAS369"
"190334","UA5112.540",-112.5000,40.0000,65,"UPPERAIR","GGUAS372"
"190335","UA511040",-110.0000,40.0000,63,"UPPERAIR","GGUAS375"
"190336","UA5107.540",-107.5000,40.0000,54,"UPPERAIR","GGUAS378"
"190337","UA510540",-105.0000,40.0000,53,"UPPERAIR","GGUAS381"
"190338","UA5102.540",-102.5000,40.0000,59,"UPPERAIR","GGUAS384"
"190339","UA78040",-80.0000,40.0000,254,"UPPERAIR","GGUAS410"
"190340","UA777.540",-77.5000,40.0000,256,"UPPERAIR","GGUAS413"
"190341","UA5122.537.5",-122.5000,37.5000,95,"UPPERAIR","GGUAS447"
"190342","UA512037.5",-120.0000,37.5000,102,"UPPERAIR","GGUAS450"
"190343","UA5117.537.5",-117.5000,37.5000,108,"UPPERAIR","GGUAS453"
"190344","UA511537.5",-115.0000,37.5000,92,"UPPERAIR","GGUAS456"
"190345","UA5112.537.5",-112.5000,37.5000,89,"UPPERAIR","GGUAS459"
"190346","UA511037.5",-110.0000,37.5000,79,"UPPERAIR","GGUAS462"
"190347","UA5107.537.5",-107.5000,37.5000,73,"UPPERAIR","GGUAS465"
"190348","UA510537.5",-105.0000,37.5000,70,"UPPERAIR","GGUAS468"
"190349","UA5102.537.5",-102.5000,37.5000,69,"UPPERAIR","GGUAS471"
"190350","UA782.537.5",-82.5000,37.5000,207,"UPPERAIR","GGUAS494"
"190351","UA78037.5",-80.0000,37.5000,208,"UPPERAIR","GGUAS497"
"190352","UA512035",-120.0000,35.0000,114,"UPPERAIR","GGUAS537"
"190353","UA5117.535",-117.5000,35.0000,112,"UPPERAIR","GGUAS540"
"190354","UA511535",-115.0000,35.0000,114,"UPPERAIR","GGUAS543"
"190355","UA5112.535",-112.5000,35.0000,113,"UPPERAIR","GGUAS546"
"190356","UA511035",-110.0000,35.0000,102,"UPPERAIR","GGUAS549"
"190357","UA5107.535",-107.5000,35.0000,99,"UPPERAIR","GGUAS552"
"190358","UA510535",-105.0000,35.0000,88,"UPPERAIR","GGUAS555"
"190359","UA79535",-95.0000,35.0000,180,"UPPERAIR","GGUAS566"
"190360","UA78535",-85.0000,35.0000,159,"UPPERAIR","GGUAS578"
"190361","UA782.535",-82.5000,35.0000,153,"UPPERAIR","GGUAS581"
"190362","UA5117.532.5",-117.5000,32.5000,125,"UPPERAIR","GGUAS627"
"190363","UA5112.532.5",-112.5000,32.5000,130,"UPPERAIR","GGUAS633"
"190364","UA511032.5",-110.0000,32.5000,119,"UPPERAIR","GGUAS636"
"190365","UA5107.532.5",-107.5000,32.5000,106,"UPPERAIR","GGUAS639"
"190366","UA510532.5",-105.0000,32.5000,102,"UPPERAIR","GGUAS642"
"190367","UA511030",-110.0000,30.0000,108,"UPPERAIR","GGUAS723"
"190368","UA5122.547.5",-122.5000,47.5000,34,"UPPERAIR","GGUAS99"
"190404","UA512047.5",-120.0000,47.5000,30,"UPPERAIR","GGUAS102"
"192092","UA77047.5",-70.0000,47.5000,103,"UPPERAIR","GGUAS161"
"192093","UA767.547.5",-67.5000,47.5000,102,"UPPERAIR","GGUAS164"
"192094","UA510545",-105.0000,45.0000,39,"UPPERAIR","GGUAS207"
"192095","UA5102.545",-102.5000,45.0000,31,"UPPERAIR","GGUAS210"
"192096","UA5112.550",-112.5000,49.7500,24,"UPPERAIR","GGUAS24"
"192097","UA767.545",-67.5000,45.0000,160,"UPPERAIR","GGUAS251"
"192098","UA5102.542.5",-102.5000,42.5000,50,"UPPERAIR","GGUAS297"
"192099","UA78042.5",-80.0000,42.5000,210,"UPPERAIR","GGUAS323"
"192100","UA772.542.5",-72.5000,42.5000,245,"UPPERAIR","GGUAS332"
"192101","UA512540",-124.7500,40.0000,95,"UPPERAIR","GGUAS357"
"192102","UA78537",-85.0000,37.5000,208,"UPPERAIR","GGUAS491"
"192103","UA78035",-80.0000,35.0000,175,"UPPERAIR","GGUAS584"
"192104","UA511532.5",-115.0000,32.5000,113,"UPPERAIR","GGUAS630"
"192105","UA5107.530",-107.5000,30.0000,95,"UPPERAIR","GGUAS726"
"192106","UA510530",-105.0000,30.0000,95,"UPPERAIR","GGUAS729"
"192107","UA5102.530",-102.5000,30.0000,102,"UPPERAIR","GGUAS732"
"192108","UA512550",-124.7500,49.7500,59,"UPPERAIR","GGUAS9"
"192109","UA512547.5",-124.7500,47.5000,68,"UPPERAIR","GGUAS96"
"192110","UA710545",-105.0000,45.0000,179,"UPPERAIR","GGUAS206"
"192111","UA7102.545",-102.5000,45.0000,180,"UPPERAIR","GGUAS209"
"192112","UA7112.550",-112.5000,49.7500,83,"UPPERAIR","GGUAS23"
"192113","UA7102.542.5",-102.5000,42.5000,231,"UPPERAIR","GGUAS296"
"192114","UA712540",-124.7500,40.0000,346,"UPPERAIR","GGUAS356"
"192115","UA711532.5",-115.0000,32.5000,280,"UPPERAIR","GGUAS629"
"192116","UA7107.530",-107.5000,30.0000,163,"UPPERAIR","GGUAS725"
"192117","UA710530",-105.0000,30.0000,151,"UPPERAIR","GGUAS728"
"192118","UA7102.530",-102.5000,30.0000,205,"UPPERAIR","GGUAS731"
"192119","UA712550",-124.7500,49.7500,198,"UPPERAIR","GGUAS8"
"192120","UA712547.5",-124.7500,47.5000,251,"UPPERAIR","GGUAS95"
"192121","UA712050",-120.0000,49.7500,70,"UPPERAIR","GGUAS14"
"192122","UA7117.550",-117.5000,49.7500,68,"UPPERAIR","GGUAS17"
"192123","UA711550",-115.0000,49.7500,84,"UPPERAIR","GGUAS20"
"192124","UA7122.547.5",-122.5000,47.5000,146,"UPPERAIR","GGUAS98"
"192125","UA712047.5",-120.0000,47.5000,120,"UPPERAIR","GGUAS101"
"192126","UA7117.547.5",-117.5000,47.5000,106,"UPPERAIR","GGUAS104"
"192127","UA711547.5",-115.0000,47.5000,101,"UPPERAIR","GGUAS107"
"192128","UA7112.547.5",-112.5000,47.5000,109,"UPPERAIR","GGUAS110"
"192129","UA711047.5",-110.0000,47.5000,87,"UPPERAIR","GGUAS113"
"192130","UA712545",-124.7500,45.0000,172,"UPPERAIR","GGUAS182"
"192131","UA7122.545",-122.5000,45.0000,168,"UPPERAIR","GGUAS185"
"192132","UA712045",-120.0000,45.0000,169,"UPPERAIR","GGUAS188"
"192133","UA7117.545",-117.5000,45.0000,167,"UPPERAIR","GGUAS191"
"192134","UA711545",-115.0000,45.0000,173,"UPPERAIR","GGUAS194"
"192135","UA7112.545",-112.5000,45.0000,185,"UPPERAIR","GGUAS197"
"192136","UA711045",-110.0000,45.0000,177,"UPPERAIR","GGUAS200"
"192137","UA7107.545",-107.5000,45.0000,168,"UPPERAIR","GGUAS203"
"192138","UA712542.5",-124.7500,42.5000,168,"UPPERAIR","GGUAS269"
"192139","UA7122.542.5",-122.5000,42.5000,207,"UPPERAIR","GGUAS272"
"192140","UA712042.5",-120.0000,42.5000,238,"UPPERAIR","GGUAS275"
"192141","UA7117.542.5",-117.5000,42.5000,252,"UPPERAIR","GGUAS278"
"192142","UA711542.5",-115.0000,42.5000,254,"UPPERAIR","GGUAS281"
"192143","UA7112.542.5",-112.5000,42.5000,279,"UPPERAIR","GGUAS284"
"192144","UA711042.5",-110.0000,42.5000,278,"UPPERAIR","GGUAS287"
"192145","UA7107.542.5",-107.5000,42.5000,272,"UPPERAIR","GGUAS290"
"192146","UA710542.5",-105.0000,42.5000,266,"UPPERAIR","GGUAS293"
"192147","UA7122.540",-122.5000,40.0000,296,"UPPERAIR","GGUAS359"
"192148","UA712040",-120.0000,40.0000,331,"UPPERAIR","GGUAS362"
"192149","UA7117.540",-117.5000,40.0000,355,"UPPERAIR","GGUAS365"
"192150","UA711540",-115.0000,40.0000,368,"UPPERAIR","GGUAS368"
"192151","UA7112.540",-112.5000,40.0000,331,"UPPERAIR","GGUAS371"
"192152","UA711040",-110.0000,40.0000,285,"UPPERAIR","GGUAS374"
"192153","UA7107.540",-107.5000,40.0000,321,"UPPERAIR","GGUAS377"
"192154","UA710540",-105.0000,40.0000,349,"UPPERAIR","GGUAS380"
"192155","UA7102.540",-102.5000,40.0000,254,"UPPERAIR","GGUAS383"
"192156","UA7122.537.5",-122.5000,37.5000,420,"UPPERAIR","GGUAS446"
"192157","UA712037.5",-120.0000,37.5000,425,"UPPERAIR","GGUAS449"
"192158","UA7117.537.5",-117.5000,37.5000,427,"UPPERAIR","GGUAS452"
"192159","UA711537.5",-115.0000,37.5000,399,"UPPERAIR","GGUAS455"
"192160","UA7112.537.5",-112.5000,37.5000,353,"UPPERAIR","GGUAS458"
"192161","UA711037.5",-110.0000,37.5000,299,"UPPERAIR","GGUAS461"
"192162","UA7107.537.5",-107.5000,37.5000,342,"UPPERAIR","GGUAS464"
"192163","UA710537.5",-105.0000,37.5000,361,"UPPERAIR","GGUAS467"
"192164","UA7102.537.5",-102.5000,37.5000,247,"UPPERAIR","GGUAS470"
"192165","UA712035",-120.0000,35.0000,503,"UPPERAIR","GGUAS536"
"192166","UA7117.535",-117.5000,35.0000,426,"UPPERAIR","GGUAS539"
"192167","UA711535",-115.0000,35.0000,332,"UPPERAIR","GGUAS542"
